text,sentiment
#Bluemanity loves this. Have a great time flying this,airlinetweets/positive
the new logo is going to look amazing on the airplanes,airlinetweets/positive
aww thanks!! Other than that,airlinetweets/positive
KUDOS to your phone support and Charlotte gate staff!,airlinetweets/positive
thank you!!,airlinetweets/positive
message sent. Thank you!,airlinetweets/positive
I was so excited when I saw that you fly there! #ionlyflyblue,airlinetweets/positive
iPhone app now has passbook support! Whoot! It's the little things in life... 😜,airlinetweets/positive
okay awesome! Thank you!,airlinetweets/positive
- thanks to the agent boarding 1137,airlinetweets/positive
definitely!,airlinetweets/positive
thank you will do!! You guy are awesome!,airlinetweets/positive
thank you for integrating with Passbook on iOS,airlinetweets/positive
gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,airlinetweets/positive
you guys are lucky I love you,airlinetweets/positive
Congratulations!,airlinetweets/positive
Southwest is definitely my favorite airline to fly! :D,airlinetweets/positive
Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,airlinetweets/positive
I DO like your airlines,airlinetweets/positive
is gettin fancy! #Mint #LieFlat Nice work on the menu #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT,airlinetweets/positive
Best airline name ever. Whenever I see it,airlinetweets/positive
Love flying Southwest! Best flight attendants ever!,airlinetweets/positive
Love u Southwest. You've always been helpful. When I traveled a lot w/my son,airlinetweets/positive
I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm. They were super helpful!,airlinetweets/positive
THANKS to,airlinetweets/positive
oh my god thank you so much!!! I just sent you a DM,airlinetweets/positive
friendliest employees,airlinetweets/positive
That's why I love JetBlue! #truebluemember4life,airlinetweets/positive
I always tell everyone to fly Southwest! Congratulations!!!,airlinetweets/positive
great flight and crew! Flight 51 from BOS to MCO,airlinetweets/positive
#OrthoDoc on-call to in-flight! Glad to have been of service!,airlinetweets/positive
thank you,airlinetweets/positive
well deserved!,airlinetweets/positive
Congrats!,airlinetweets/positive
SW rocks,airlinetweets/positive
Love SW forever😃💕😍⤴⤴,airlinetweets/positive
thank you!,airlinetweets/positive
So far so good. Just stepped down in Denver. Next Stop Portland!,airlinetweets/positive
on the DL,airlinetweets/positive
Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,airlinetweets/positive
Utah,airlinetweets/positive
#tbt every day.,airlinetweets/positive
That would be great. Thank you! I'll send it over when you follow.,airlinetweets/positive
thank you!!! #bringbacktheluvtordu #miami #directflights,airlinetweets/positive
..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options,airlinetweets/positive
I owe you an apology. My tweet was out of frustration,airlinetweets/positive
Again,airlinetweets/positive
great news for today. Finally,airlinetweets/positive
Yes ! :D (Y) From on Instagram :),airlinetweets/positive
flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,airlinetweets/positive
thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,airlinetweets/positive
great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.,airlinetweets/positive
be flying soon to NYC on your airline,airlinetweets/positive
is the best airline out there no one is better than them #OneLove #Southwest #bestairline,airlinetweets/positive
AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest,airlinetweets/positive
This is unbelievable... Thank you so much! #DestinationDragons,airlinetweets/positive
yeehaw. You found us another plane. Thx for listening to me vent.,airlinetweets/positive
great way to start my vacation with an on time departure! Looking forward to my global first class suite!,airlinetweets/positive
#success made flight,airlinetweets/positive
I love you,airlinetweets/positive
thanks,airlinetweets/positive
flight attendant Wendi on Flt 127 on 2/17,airlinetweets/positive
Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA see u Friday,airlinetweets/positive
#DestinationDragons I'm a HUGE FAN! I would love tix to your show!,airlinetweets/positive
of course! I work for and I'm obsessed with the entire Virgin family!!,airlinetweets/positive
we made it safe and sound. Thank you for the safe travels.,airlinetweets/positive
I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL,airlinetweets/positive
love you guys,airlinetweets/positive
just promoting the product is all,airlinetweets/positive
you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,airlinetweets/positive
thanks to the gate agent in State College,airlinetweets/positive
Thank you. Great tool,airlinetweets/positive
Not your fault Social Media Awesome People. I know everyone is working hard to get us in our way.,airlinetweets/positive
My boyfriend and I have LOVED since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,airlinetweets/positive
thanks to Julian at login for getting me onto an earlier flight back to DCA,airlinetweets/positive
"thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the """"rock"""" version)",airlinetweets/positive
Thanks ! #heartlanta,airlinetweets/positive
I just received your birthday card. It was amazing and made me smile with joy. Nice videos. Thanks.,airlinetweets/positive
pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,airlinetweets/positive
Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj,airlinetweets/positive
Got a call. Bag is to be delivered tonight. Thanks for your reply!!,airlinetweets/positive
kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J,airlinetweets/positive
"I have to admit that not only the app is good but have lots of useful func (such the """"live"""" seat map). Congrats",airlinetweets/positive
- love the changes in the lounge - cheese,airlinetweets/positive
Thank you.,airlinetweets/positive
Thank you! I finally made it to my destination,airlinetweets/positive
okie doke! Knowing you,airlinetweets/positive
first time flying Virgin,airlinetweets/positive
: Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana,airlinetweets/positive
thanks! Made it safely! http://t.co/KCqeBEej7S,airlinetweets/positive
thank you! ❤️❤️❤️ you guys!,airlinetweets/positive
thanks for your help! #jetbluesofly,airlinetweets/positive
has the best pilots ever Thank you guys for the great trip #thatisall,airlinetweets/positive
ok,airlinetweets/positive
thank you!,airlinetweets/positive
YOU ARE THE EASIEST AIRLINE TO DEAL WITH.. I LOVEEEE YOU SO MUCH,airlinetweets/positive
truly the best in #customerservice. If something goes wrong,airlinetweets/positive
JetBlue never disappoints !,airlinetweets/positive
you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,airlinetweets/positive
perfect! Thank you!,airlinetweets/positive
no problem. Things worked out at airport. Thanks!,airlinetweets/positive
So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉,airlinetweets/positive
keep going back and forth with being able to board and then not. But great agents in savannah!,airlinetweets/positive
thank you,airlinetweets/positive
DM sent. Thanks so much for the strong customer service!!,airlinetweets/positive
awesome,airlinetweets/positive
thanks! Everything a-ok now.,airlinetweets/positive
offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,airlinetweets/positive
I was well taken care of,airlinetweets/positive
I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat,airlinetweets/positive
has some of the best airfare prices! Gotta LUV them :),airlinetweets/positive
Great! Appreciate it😊,airlinetweets/positive
looking forward to the beats music available on my flight today. That's pretty cool.,airlinetweets/positive
I adore you,airlinetweets/positive
Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.,airlinetweets/positive
but thank you! Love,airlinetweets/positive
thanks JB!! This is why I 💙 you!,airlinetweets/positive
oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!,airlinetweets/positive
I'll stick with my United flight. Thanks,airlinetweets/positive
Although it wasn't totally the answer I was looking for,airlinetweets/positive
excellent. you guys are the best,airlinetweets/positive
thank you finally got our bag. Customer services reps were wonderful.,airlinetweets/positive
the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,airlinetweets/positive
- thanks for making new direct flight to San Francisco.,airlinetweets/positive
you only hear about the bad things. Flying the last to weekends,airlinetweets/positive
thanks so much!! ❤️✨ very relaxing flight!,airlinetweets/positive
“: You are forgiven most loved Customer,airlinetweets/positive
Already signed up! Thanks! Looking forward to trying the Southwest experience.,airlinetweets/positive
Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,airlinetweets/positive
have to be honest,airlinetweets/positive
...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into . Nicely done!,airlinetweets/positive
thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!,airlinetweets/positive
here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,airlinetweets/positive
safety first !! #lovejetblue,airlinetweets/positive
thanks for adding straight flights from Columbus to Oakland!,airlinetweets/positive
Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,airlinetweets/positive
Leaving soon. Thanks!,airlinetweets/positive
It was the usually excellent SWA flight!,airlinetweets/positive
a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL,airlinetweets/positive
Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,airlinetweets/positive
yes! Always a treat to fly with you guys! 😊✈️,airlinetweets/positive
😃cool,airlinetweets/positive
just got my lost Kindle in the mail! Thanks again.,airlinetweets/positive
Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,airlinetweets/positive
thanks for taking care of on her flight!! #rockstars #travel,airlinetweets/positive
Thank you,airlinetweets/positive
We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares! See you Saturday!,airlinetweets/positive
appreciate the reply,airlinetweets/positive
FA attendant on 4553 PHL to PWM tonight was fab! An asset to your team. From 1F. Have a great night team!,airlinetweets/positive
in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,airlinetweets/positive
sent you my confirmation via DM. Thank you very much,airlinetweets/positive
Awww thank you B6! Glad to hear it! Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :),airlinetweets/positive
thank you very very much!! 💙💙,airlinetweets/positive
Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU,airlinetweets/positive
this would be an awesome experience #DestinationDragons,airlinetweets/positive
thank you #loyalmosaicmember,airlinetweets/positive
my flight attendant Angel was awesome. #415 #kudos,airlinetweets/positive
4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!,airlinetweets/positive
thanks,airlinetweets/positive
I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,airlinetweets/positive
“: We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,airlinetweets/positive
Great Thank you,airlinetweets/positive
thanks!,airlinetweets/positive
Exicted to be flying with y'all soon !!,airlinetweets/positive
I will. Thank you for at least tweeting me back:) better than most. 👌,airlinetweets/positive
You definitely will!,airlinetweets/positive
thanks,airlinetweets/positive
Great customer service again. Thanks!,airlinetweets/positive
Anna Palm Springs gate 19 deserves a medal! Handled 30 ppl missing flights like a pro!,airlinetweets/positive
you guys are awesome! Thanks!,airlinetweets/positive
please do! She went above and beyond what she had to do,airlinetweets/positive
Love you,airlinetweets/positive
i got it at the gate,airlinetweets/positive
thank you so much. How will you be able to contact me?,airlinetweets/positive
was fantastic! That's the best flight service I've ever had.,airlinetweets/positive
Thanks Yup I'm all set. It happens. SLC ground staff were prompt,airlinetweets/positive
Gracias... appreciate that!,airlinetweets/positive
alright thank you. Much appreciated.,airlinetweets/positive
when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime,airlinetweets/positive
Thank you United! “: That's a beautiful place to stay a day longer. Have you been re-booked? If not,airlinetweets/positive
Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU,airlinetweets/positive
"flt 912. Capt Herman is amazing! Came out before flight to play """"ask the captain anything."""" Wonderful ambassador to the airline!!",airlinetweets/positive
awesome new plane flight 1701,airlinetweets/positive
I am so going to miss US Airways. You always provided great service and NEVER LET ME DOWN.,airlinetweets/positive
thank you for refunding me on my baggage ! really appreciate it,airlinetweets/positive
Really!? That's good to hear! Thanks for the update We may make that business meeting after all.,airlinetweets/positive
Big thanks to Ricardo Olavarria at Reagan Airport. Fixed our ticket and made sure we made it for our friend's wedding #greatservice,airlinetweets/positive
can't wait! I'll be the one who can't contain herself. 😄,airlinetweets/positive
your employees at BWI have been amazing!,airlinetweets/positive
SWEET!!! Glad to hear it. I'll keep you guys in mind next time!,airlinetweets/positive
Thank you! I can't wait either :),airlinetweets/positive
haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,airlinetweets/positive
Received awesome phone help from Jim today. Helped me switch around flights booked with points.,airlinetweets/positive
... I love you. Air travel doesn't get easier.,airlinetweets/positive
in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,airlinetweets/positive
Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,airlinetweets/positive
I appreciate your prompt response.,airlinetweets/positive
i live in the southwest,airlinetweets/positive
perfect! Probably need some coffee to stay awake during the night ;),airlinetweets/positive
beautiful ride. Thanks again:),airlinetweets/positive
great flight! Great view! :-) http://t.co/Yxn00pnOav,airlinetweets/positive
big thanks to Yvonne Anthony from the Chairman's desk. Top tier customer service today. #outstanding #service &amp; #support.,airlinetweets/positive
thnx ^LO :-),airlinetweets/positive
thanks for helping with #reFlight Booking Problems #Cancelled Flightedflight Yvonne Anthony. You will help us get to Tel Aviv on time. #HappyFriday,airlinetweets/positive
Success! Good work JetBlue team,airlinetweets/positive
Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx,airlinetweets/positive
please do. Hate having to fly a different airline. You're my fav.,airlinetweets/positive
thank you! I absolutely will 😎,airlinetweets/positive
shout out to the flight #4386 crew for taking amazing care of us on our double down flight! #thankyou,airlinetweets/positive
made it!!! Send Bloody Mary's to row 27!!!,airlinetweets/positive
Love,airlinetweets/positive
. They were very understanding and helped me out. Thx! #Comps,airlinetweets/positive
flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU,airlinetweets/positive
enjoyed #heathrow lounge so much i almost missed my flight!,airlinetweets/positive
thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,airlinetweets/positive
That would be great! I never thought I'd be the sort who'd be into them,airlinetweets/positive
you guys rock!! http://t.co/LA397zaoAY,airlinetweets/positive
Thanks for offering this service,airlinetweets/positive
gr8 #Mint crew on #flight 123 to #LAX they're #Mintalicious #TrueBlueLove #ShelleyandMarcRock #travel #air,airlinetweets/positive
Thank You. We'll be in touch! #MoveAboutTheCountry,airlinetweets/positive
Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,airlinetweets/positive
Thanks! Just DMed HN.,airlinetweets/positive
thanks,airlinetweets/positive
good fly!! #United #businessFirst,airlinetweets/positive
Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,airlinetweets/positive
Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,airlinetweets/positive
Reservation agent on the phone did a great job.,airlinetweets/positive
Thank you,airlinetweets/positive
THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG,airlinetweets/positive
oh my gosh! Going to dm you now! Thank you!,airlinetweets/positive
as u might imagine,airlinetweets/positive
thank you for always have the most amazing customer service! Bring on The Disney Princess Half Marathon,airlinetweets/positive
thank you!,airlinetweets/positive
thnx!,airlinetweets/positive
loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,airlinetweets/positive
Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!,airlinetweets/positive
Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,airlinetweets/positive
Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,airlinetweets/positive
thank you so much,airlinetweets/positive
a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,airlinetweets/positive
give this guy a raise....great start to flight from AZ to MKE..,airlinetweets/positive
awesome! And yes,airlinetweets/positive
shhhh i don't want something else to steal our deal😉,airlinetweets/positive
thanks for the info and the quick response!,airlinetweets/positive
that's awesome! Love flying SWA!,airlinetweets/positive
flight booked! Heading out to California with the team for on March 6-8! Can't wait! #ExpoWest,airlinetweets/positive
The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,airlinetweets/positive
of course not. The inflight crew was great!,airlinetweets/positive
I think this is the best first class I have ever gotten!! Denver to LAX and it's wonderful!!!,airlinetweets/positive
#JETBLUE treated me right as a #disabledtraveler thanks for a no hassle flight to,airlinetweets/positive
Thank you for your offer! All sorted out :-),airlinetweets/positive
i got through and am able to switch my flight with no charge. Thank you,airlinetweets/positive
Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!,airlinetweets/positive
thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :),airlinetweets/positive
thanks for more timely updates.,airlinetweets/positive
currently dancing in the terminal. love Stevie!,airlinetweets/positive
awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,airlinetweets/positive
would love to do more for virgin just like I do for,airlinetweets/positive
OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,airlinetweets/positive
thanks for prompt response. Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.,airlinetweets/positive
Thanks!,airlinetweets/positive
Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance,airlinetweets/positive
since when did you get so good again! 4 transcontinental flights in 72h. What a pleasure/relief you were.,airlinetweets/positive
heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?,airlinetweets/positive
Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa,airlinetweets/positive
Thank you for your help,airlinetweets/positive
Looks like they came through. Thanks again for the help.,airlinetweets/positive
Just talked to reservation. Must congratulation to them. Very friendly. Good for usair. The ONLY airline we fly.,airlinetweets/positive
you guys rock! So easy,airlinetweets/positive
Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.,airlinetweets/positive
thanks,airlinetweets/positive
mechanical issue. Looks like they got it fixed! Thanks for your concern.,airlinetweets/positive
- Check-in staff at PHX are awesome! Great traffic control for general boarding.,airlinetweets/positive
I will. Thank you!,airlinetweets/positive
Thank you for your kind response. The acknowledgement and apology go a long way! #southwestrocks,airlinetweets/positive
perfect! That works! Thank you!,airlinetweets/positive
This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE,airlinetweets/positive
beautiful day in Seattle! http://t.co/iqu0PPVq2S,airlinetweets/positive
Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her,airlinetweets/positive
sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,airlinetweets/positive
thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,airlinetweets/positive
No worries. Time flew in the terminal and now we're taking off. Thanks again!,airlinetweets/positive
oh I see what you did there! Thanks for supporting #PadresST.,airlinetweets/positive
thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎,airlinetweets/positive
thank you.. Appreciate the response,airlinetweets/positive
Thank you!!,airlinetweets/positive
I'm enjoying my flights so far! You're doing a great job. Today's been tough,airlinetweets/positive
It was fabulous! Very pleased.,airlinetweets/positive
,airlinetweets/positive
- loving Capt Joe on our flight from BOS to SFO #633. This should be fun!,airlinetweets/positive
Yes thank you. Appreciate u checking...,airlinetweets/positive
Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,airlinetweets/positive
Happily,airlinetweets/positive
who is he I must send a note!!! Too good for words!,airlinetweets/positive
thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!,airlinetweets/positive
okay thanks. Hope to be flying with you guys soon!,airlinetweets/positive
THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3,airlinetweets/positive
Thank you. Any help is appreciated.,airlinetweets/positive
THANK YOU SO MUCH FOR ACCESS TO #DestinationDragons TONIGHT AT 😁 Crying /dying rn #ripme,airlinetweets/positive
fav airline,airlinetweets/positive
please acknowledge Attendant Jeff Wernicke. Beat in class and service on SW,airlinetweets/positive
Please come to Indianapolis!,airlinetweets/positive
: thanks! i will catch my conection! :),airlinetweets/positive
cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,airlinetweets/positive
thanks!,airlinetweets/positive
all good man it isn't your fault that plane is having maintenance issues,airlinetweets/positive
your inflight team makes the experience #amazing!,airlinetweets/positive
free booze for the Bach party would make it better! ORD--&gt;MSY #Delayed #Again We will enjoy either way. Thanks!,airlinetweets/positive
flight experiences R often frustrating,airlinetweets/positive
wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,airlinetweets/positive
Gate Agent Alavera is amazing,airlinetweets/positive
thank you for the reply. I will fill out the form and submit it as requested. Good to know you're paying attention!,airlinetweets/positive
so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,airlinetweets/positive
you are officially my favorite,airlinetweets/positive
Thank you!,airlinetweets/positive
I'm on the 10:55 flight! Everyone has been so nice and helpful! I'm just hoping we'll get to fly out! Thank you! ;),airlinetweets/positive
Love you guys sooooooo much. Ridiculously appreciated! A+ service!,airlinetweets/positive
Great trip on 2672 yesterday - outstanding flight attendants,airlinetweets/positive
Feels like a good day to fly!! Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome,airlinetweets/positive
thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,airlinetweets/positive
I DM'd my confirmation code... Thanks again for your help! Mommy,airlinetweets/positive
Thank You,airlinetweets/positive
connection made. Thanks again this week. #daddyshome,airlinetweets/positive
yes I did thank you! They did a great job turning the flight in jan !,airlinetweets/positive
yes! Terra blue chips were my favorite. :),airlinetweets/positive
you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service,airlinetweets/positive
we had early bird,airlinetweets/positive
she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,airlinetweets/positive
I just received notification of in-flight Wi-Fi for UA863 from to . Amazing!,airlinetweets/positive
not frustrated,airlinetweets/positive
thx for smooth landing today,airlinetweets/positive
great flight got us back on time! Thanks,airlinetweets/positive
thanks for an awesome flight and connection! We were delayed but your staff and crew were purely amazing!,airlinetweets/positive
rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI &lt; my child was inspired. Thank you.,airlinetweets/positive
first time flying with you. You've definitely won me over!,airlinetweets/positive
Both flights went great and improved my view of your airline,airlinetweets/positive
you guys held our flight #330! Thank you!!! About to take off from MDW now to Oakland. Thanks,airlinetweets/positive
thank you! Good service,airlinetweets/positive
Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms,airlinetweets/positive
flt 947 Emer stop in Albuquer for a heart condition,airlinetweets/positive
. You guys made my day. Treated me well. Thank you!!!,airlinetweets/positive
Bag was finally delivered and intact. Thanks for your assistance.,airlinetweets/positive
Looking forward to flying with you guys as well !!,airlinetweets/positive
you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,airlinetweets/positive
Great landing in Denver,airlinetweets/positive
thanks for the ride to Chicago. #kmdw #b738 http://t.co/6cpYPGFnD6,airlinetweets/positive
All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH,airlinetweets/positive
me too!,airlinetweets/positive
Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.,airlinetweets/positive
is making dreams come true with their #DestinationDragons scavenger hunt! You can win a chance to see Imagine Dragons! Go!,airlinetweets/positive
,airlinetweets/positive
Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),airlinetweets/positive
thanks for letting us know. Hoping for no more delays!,airlinetweets/positive
thank you so much for your effort,airlinetweets/positive
Kudos to Robin at Lost/Found for reuniting me w/ my iPad. She was delightful to work with!,airlinetweets/positive
thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,airlinetweets/positive
Love JetBlue's speedy Twitter customer service.,airlinetweets/positive
kept me watching the safety video for the first time in forever. Nice job 👍.,airlinetweets/positive
thank you,airlinetweets/positive
awesome thank you very much for the help,airlinetweets/positive
of course !!!!,airlinetweets/positive
Thank you! Have a nice evening.,airlinetweets/positive
Brian at SFO customer service deserves a raise,airlinetweets/positive
Hey sourhwest can you send me to Atlanta to see ? I will fly southwest forever. U guys are the best airline!,airlinetweets/positive
Hey southwest! I wanna go to see ! You guys are a lot better then jet blue.,airlinetweets/positive
. This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!,airlinetweets/positive
Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo,airlinetweets/positive
hey guys just want to say I had the best flight ever! Thank you so much. I fell asleep and actually had a wet dream.,airlinetweets/positive
thank you for the easy itinerary shift for impending weather. Quick,airlinetweets/positive
Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.,airlinetweets/positive
I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,airlinetweets/positive
nice and early back home! http://t.co/geG4nghmIE,airlinetweets/positive
ok,airlinetweets/positive
had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! 😜😂 thanks,airlinetweets/positive
They held the plane! Made it!!,airlinetweets/positive
thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,airlinetweets/positive
service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,airlinetweets/positive
Got it,airlinetweets/positive
provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,airlinetweets/positive
today my family gets to experience #mosaic status w/ me! #LifeIsGood,airlinetweets/positive
is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl,airlinetweets/positive
Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,airlinetweets/positive
Wow,airlinetweets/positive
loving the boarding to go to Chicago #KeepItMovin,airlinetweets/positive
ah no the staff was perfect this morning at JFK,airlinetweets/positive
love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!,airlinetweets/positive
Thanks for the complimentary upgrade to first. You are the best!,airlinetweets/positive
"thanks for getting me to Boston early for """"Breaking Barriers To a Clean Energy Future",airlinetweets/positive
is my favorite airline! I can't wait to book my flight to New Orleans for my trip in April!! :) :),airlinetweets/positive
will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?,airlinetweets/positive
Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers,airlinetweets/positive
great flight! And great view! http://t.co/auFM4xdaj2,airlinetweets/positive
a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,airlinetweets/positive
Thanks 4 the great service,airlinetweets/positive
so glad u guys do business w/ more class than UR competitors 😏,airlinetweets/positive
thanks for getting me to Orlando early #happiness,airlinetweets/positive
Had a great trip this past week to Vegas for work; and had this pic over the Southwest on Southwest! http://t.co/a3YCFlaLxV,airlinetweets/positive
oh definitely. I kind of only fly JetBlue.,airlinetweets/positive
had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches,airlinetweets/positive
Very impressed so far. An app that's worth a damn and sms updates on my flight.,airlinetweets/positive
